	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
461	2677851	Способ уведомления об отмененном вызове	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2677851&TypeFile=html	"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САЙФОКС ДИДЖИТАЛ"" (RU)"	H04M1/57	PC4A Государственная регистрация договора об отчуждении исключительного права	07.06.2019 РД0297712	"Общество с ограниченной ответственностью ""Сайфокс Диджитал"" (RU)"	"Общество с ограниченной ответственностью ""Интерконнект"" (RU)"	Договор отчуждения	нет данных об условиях	"119017, Москва, ул. Большая Ордынка, 54, стр.2, ООО ""Б3 Коннект"", Юрченко Андрею Владимировичу"																																																																																		
462	2681050	СПОСОБ ОТБОРА КОНДИЦИОННОЙ ПРОБЫ ПЛАСТОВОЙ ВОДЫ С ПОМОЩЬЮ ОПРОБОВАТЕЛЕЙ ПЛАСТОВ НА КАБЕЛЕ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2681050&TypeFile=html	"Общество с ограниченной ответственностью ""Газпром геологоразведка"" (RU)"	E21B49/08	PC4A Государственная регистрация договора об отчуждении исключительного права	19.08.2020 РД0338858	"Общество с ограниченной ответственностью ""Газпром геологоразведка"" (RU)"	"Общество с ограниченной ответственностью ""Газпром недра"" (RU)"	Договор отчуждения	нет данных об условиях	"117418, Москва, ул. Новочеремушкинская, 65, ООО ""Газпром недра"" отдел НИОКР и патентоведения."																																																																																		
463	2681250	СПОСОБ КВАЗИТРЕХМЕРНОГО МОДЕЛИРОВАНИЯ ЭФФЕКТИВНЫХ ГАЗО- И НЕФТЕНАСЫЩЕННЫХ ТОЛЩИН ЗАЛЕЖЕЙ УГЛЕВОДОРОДОВ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2681250&TypeFile=html	"Общество с ограниченной ответственностью ""Газпром геологоразведка"" (RU)"	G01V1/28	PC4A Государственная регистрация договора об отчуждении исключительного права	19.08.2020 РД0338858	"Общество с ограниченной ответственностью ""Газпром геологоразведка"" (RU)"	"Общество с ограниченной ответственностью ""Газпром недра"" (RU)"	Договор отчуждения	нет данных об условиях	"117418, Москва, ул. Новочеремушкинская, 65, ООО ""Газпром недра"" отдел НИОКР и патентоведения."																																																																																		
464	2674909	МОДУЛЬ-ПРИСТАВКА К ПНЕВМАТИЧЕСКОЙ СЕЯЛКЕ ДЛЯ ОБРАБОТКИ СЕМЯН ЗАЩИТНО-СТИМУЛИРУЮЩИМИ ПРЕПАРАТАМИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2674909&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный аграрный университет"" (ФГБОУ ВО Казанский ГАУ) (RU)"	A01C1/00	QB4A Государственная регистрация предоставления права использования по договору	26.10.2020 РД0344845	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный аграрный университет"" (RU)"	"Общество с ограниченной ответственностью ""Органик парк"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
465	2683560	Способ переработки перо-пухового и кератинсодержащего сырья	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2683560&TypeFile=html	"Общество с ограниченной ответственностью ""СИГМА"" (RU)"	A23K10/26	QB4A Государственная регистрация предоставления права использования по договору	25.10.2019 РД0314354	"Общество с ограниченной ответственностью ""СИГМА"" (RU)"	"Общество с ограниченной ответственностью ""ПЕРРО-ПРО"" (RU)"	лицензионный	исключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
466	2683909	Способ для автоматической оплаты парковки	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2683909&TypeFile=html	"Общество с ограниченной ответственностью ""Интеллектуальные социальные системы"" (RU)"	G07B15/02	QB4A Государственная регистрация залога (последующего залога) исключительного права по договору	16.03.2023 РД0425772	"Общество с ограниченной ответственностью ""Интеллектуальные социальные системы"" (RU)"	"Акционерное общество ""Российский Банк поддержки малого и среднего предпринимательства"" (RU)"	о залоге исключительного права		no_data																																																																																		
467	2678120	СТАБИЛЬНЫЕ И РАСТВОРИМЫЕ АНТИТЕЛА, ИНГИБИРУЮЩИЕ TNFα	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2678120&TypeFile=html	ИЭсБиЭйТек, эн Алькон Байомедикал Рисерч Юнит ЭлЭлСи (CH)	C07K16/24	PC4A Государственная регистрация договора об отчуждении исключительного права	23.03.2022 РД0391701	ИЭсБиЭйТек, э Новартис Компани ЛЛК (CH)	НОВАРТИС АГ (CH)	Договор отчуждения	нет данных об условиях	"129090, Москва, ул. Большая Спасская, 25, стр. 3, ООО ""Юридическая фирма Городисский и Партнеры"""																																																																																		
468	2681640	РАСПЫЛИТЕЛЬ РАБОЧЕГО СОСТАВА БИОПРЕПАРАТА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2681640&TypeFile=html	"федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный аграрный университет"" (ФГБОУ ВО Казанский ГАУ) (RU)"	B05B7/10	QB4A Государственная регистрация предоставления права использования по договору	26.10.2020 РД0344845	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Казанский государственный аграрный университет"" (RU)"	"Общество с ограниченной ответственностью ""Органик парк"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
469	2677143	Способ получения трехмерных изделий сложной формы из высоковязких полимеров	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2677143&TypeFile=html	"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСиС"" (RU)"	B29C64/165	QB4A Государственная регистрация предоставления права использования по договору	15.04.2020 РД0330825	"Федеральное государственное автономное образовательное учреждение высшего образования ""Национальный исследовательский технологический университет ""МИСиС"" (RU)"	"Общество с ограниченной ответственностью ""Инжиниринговый химико-технологический центр"" (RU)"	лицензионный	неисключительная лицензия сроком на 10 лет на территории РФ.	нет данных об адресе																																																																																		
470	2699010	ИГРОВОЙ НАБОР ПСИХОЛОГА И СПОСОБ ЕГО ИСПОЛЬЗОВАНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2699010&TypeFile=html	Дмитриев Дмитрий Владимирович (RU),Айкин Владимир Николаевич (RU)	A61M21/00	PC4A Государственная регистрация договора об отчуждении исключительного права	17.03.2022 РД0390970	Дмитриев Дмитрий Владимирович (RU),Айкин Владимир Николаевич (RU)	Дмитриев Дмитрий Владимирович (RU)	Договор отчуждения	нет данных об условиях	428034, г. Чебоксары, ул. Спортсмена Валериана Соколова, 6, корп. 1, кв. 174, Дмитриеву Д.В.																																																																																		
471	2679279	УСТРОЙСТВО ДЛЯ ПРИВЕДЕНИЯ В ДЕЙСТВИЕ ДВИЖУЩЕГОСЯ ПОРУЧНЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2679279&TypeFile=html	ИННОВА ПАТЕНТ ГМБХ (AT)	B66B23/04	QB4A Государственная регистрация предоставления права использования по договору	03.11.2021 РД0379388	Иннова Патент ГмбХ (AT)	Доппельмайер Зайльбанен ГмбХ (AT)	лицензионный	исключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе																																																																																		
472	2679279	УСТРОЙСТВО ДЛЯ ПРИВЕДЕНИЯ В ДЕЙСТВИЕ ДВИЖУЩЕГОСЯ ПОРУЧНЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2679279&TypeFile=html	ИННОВА ПАТЕНТ ГМБХ (AT)	B66B23/04	QB4A Государственная регистрация предоставления права использования по договору	10.11.2021 РД0379708	Доппельмайер Зайльбанен ГмбХ (AT)	Ропетранс АГ (CH)	сублицензионный	неисключительная сублицензия на срок действия исключительного права на территории РФ	нет данных об адресе																																																																																		
473	2679279	УСТРОЙСТВО ДЛЯ ПРИВЕДЕНИЯ В ДЕЙСТВИЕ ДВИЖУЩЕГОСЯ ПОРУЧНЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2679279&TypeFile=html	ИННОВА ПАТЕНТ ГМБХ (AT)	B66B23/04	QB4A Государственная регистрация предоставления права использования по договору	12.11.2021 РД0379924	Ропетранс АГ (CH)	"Общество с ограниченной ответственностью ""Доппельмайр Раша"" (RU)"	сублицензионный	неисключительная сублицензия на срок до 31.03.2023 на территории РФ.	нет данных об адресе																																																																																		
474	2669349	Способ получения лизоцимсодержащей биологически активной добавки	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2669349&TypeFile=html	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный университет инженерных технологий"" (ФГБОУ ВО ""ВГУИТ"") (RU)"	A61K38/01	QB4A Государственная регистрация предоставления права использования по договору	13.02.2019 РД0286047	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Воронежский государственный университет инженерных технологий"" (RU)"	Панявина Любовь Семеновна (RU)	лицензионный	неисключительная лицензия сроком на 1 год на территории РФ.	нет данных об адресе																																																																																		
475	2673646	Способ диагностики скрытой артериальной гипертонии	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2673646&TypeFile=html	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр профилактической медицины"" Министерства здравоохранения Российской Федерации (ФГБУ ""НМИЦ ПМ"" Минздрава России) (RU)"	A61B5/021	QB4A Государственная регистрация предоставления права использования по договору	04.08.2021 РД0371001	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр терапии и профилактической медицины"" Министерства здравоохранения Российской Федерации (RU)"	"Областное государственное бюджетное учреждение здравоохранения ""Смидовичская районная больница"" (RU)"	лицензионный	неисключительная лицензия сроком на 1 год на территории РФ.	нет данных об адресе																																																																																		
476	2673646	Способ диагностики скрытой артериальной гипертонии	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2673646&TypeFile=html	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр профилактической медицины"" Министерства здравоохранения Российской Федерации (ФГБУ ""НМИЦ ПМ"" Минздрава России) (RU)"	A61B5/021	QB4A Государственная регистрация предоставления права использования по договору	10.09.2021 РД0374261	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр терапии и профилактической медицины"" Министерства здравоохранения Российской Федерации (RU)"	"Областное государственное бюджетное учреждение здравоохранения ""Городская поликлиника города Белгорода"" (RU)"	лицензионный	неисключительная лицензия сроком на 1 год на территории РФ.	нет данных об адресе																																																																																		
477	2693203	ЛИНИЯ ТРЕХСТАДИЙНОГО ИЗМЕЛЬЧЕНИЯ МАГНЕТИТО-ГЕМАТИТОВЫХ РУД	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2693203&TypeFile=html	"Общество с ограниченной ответственностью ""Научно-производственное региональное объединение ""Урал"" (ООО НПРО ""Урал"") (RU)"	B03B7/00	QB4A Государственная регистрация предоставления права использования по договору	09.09.2021 РД0374040	"Общество с ограниченной ответственностью ""Научно-производственное региональное объединение ""Урал"" (RU)"	"Общество с ограниченной ответственностью ""Байкальское рудоуправление"" (RU)"	лицензионный	неисключительная лицензия на срок до 27.12.2037 на территории РФ.	нет данных об адресе																																																																																		
478	2689205	СПОСОБ ВЫЯВЛЕНИЯ И ПЛАНИРОВАНИЯ КОРРЕКТИРОВКИ ОСОБЕННОСТЕЙ СИСТЕМ ОРГАНИЗМА ЧЕЛОВЕКА, СВЯЗАННЫХ С ПРИКУСОМ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2689205&TypeFile=html	Дзалаева Фатима Казбековна (RU)	A61B5/00	QB4A Государственная регистрация предоставления права использования по договору	26.06.2023 РД0435482	Дзалаева Фатима Казбековна (RU)	"Общество с ограниченной ответственностью ""СМАРТ ДЕНТАЛ СИСТЕМ - 333"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
479	2700879	СПОСОБ ИЗГОТОВЛЕНИЯ ТЕКСТУРИРОВАННОГО ПИЩЕВОГО ПРОДУКТА И ТЕКСТУРИРОВАННЫЙ ПИЩЕВОЙ ПРОДУКТ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2700879&TypeFile=html	ГОЛД ЭНД ГРИН ФУДС ОЙ (FI)	A23J3/14	PC4A Государственная регистрация договора об отчуждении исключительного права	20.07.2022 РД0403257	ГОЛД ЭНД ГРИН ФУДС ОЙ (FI)	Валио Ой (FI)	Договор отчуждения	нет данных об условиях	"197101, г. Санкт-Петербург, а/я 128, ""АРС-ПАТЕНТ"""																																																																																		
480	2661417	АНГИОГРАФИЧЕСКИЙ БРОНХИАЛЬНЫЙ КАТЕТЕР ДЛЯ КАТЕТЕРИЗАЦИИ БРОНХИАЛЬНЫХ И МЕЖРЕБЕРНЫХ АРТЕРИЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2661417&TypeFile=html	Государственное бюджетное учреждение здравоохранения города Москвы Научно-исследовательский институт скорой помощи имени Н.В. Склифосовского Департамента здравоохранения г. Москвы (RU)	A61B5/107	QB4A Государственная регистрация предоставления права использования по договору	10.07.2019 РД0301157	"Государственное бюджетное учреждение здравоохранения города Москвы ""Научно-исследовательский институт скорой помощи имени Н.В. Склифосовского Департамента здравоохранения г. Москвы"" (RU)"	"Общество с ограниченной ответственностью ""Минимально инвазивные технологии"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
481	2691338	СПОСОБ АУТОТРАНСПЛАНТАЦИИ ВОЛОС	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2691338&TypeFile=html	Шнайдер Оксана Николаевна (RU)	A61B17/00	QB4A Государственная регистрация предоставления права использования по договору	11.12.2019 РД0319318	Шнайдер Оксана Николаевна (RU)	"Общество с ограниченной ответственностью ""КЛИНИКА ХФЕ"" (RU)"	лицензионный	неисключительная лицензия на срок до 16.04.2038 на территории РФ.	нет данных об адресе																																																																																		
482	2679059	ПЕПТИД И СПОСОБ ЛЕЧЕНИЯ БОЛЕЗНИ АЛЬЦГЕЙМЕРА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2679059&TypeFile=html	Морозов Александр Олегович (RU)	C07K1/00	PC4A Государственная регистрация договора об отчуждении исключительного права	14.08.2019 РД0305082	Морозов Александр Олегович (RU)	ВЛТ СА (CH)	Договор отчуждения	нет данных об условиях	"127562, Москва, а/я 67, ООО ""Асирис-М"", Корниенко Е.В."																																																																																		
483	2679080	ПЕПТИД И СПОСОБ ЛЕЧЕНИЯ БОЛЕЗНИ АЛЬЦГЕЙМЕРА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2679080&TypeFile=html	Морозов Александр Олегович (RU)	C12Q1/00	PC4A Государственная регистрация договора об отчуждении исключительного права	13.04.2020 РД0330502	Морозов Александр Олегович (RU)	ВЛТ СА (CH)	Договор отчуждения	нет данных об условиях	127562, Москва, а/я 67, ООО «Асирис-М» (для Е. В. Корниенко)																																																																																		
484	2709516	СПОСОБ ПОЛУЧЕНИЯ МОДИФИЦИРОВАННОГО ДИЕНОВОГО КАУЧУКА, ПОЛУЧАЕМОГО ПОЛИМЕРИЗАЦИЕЙ В РАСТВОРЕ, ПОДЛЕЖАЩЕГО СМЕШИВАНИЮ С ДИОКСИДОМ КРЕМНИЯ, И КАУЧУКОВОЙ КОМПОЗИЦИИ, СОДЕРЖАЩЕЙ ЕГО	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2709516&TypeFile=html	ЭТИК ИНК. (JP)	C08F8/42	QB4A Государственная регистрация предоставления права использования по договору	17.12.2020 РД0349489	ЭТИК ИНК. (JP)	"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""НИЖНЕКАМСКНЕФТЕХИМ"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
485	2660902	Электролизная установка высокого давления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2660902&TypeFile=html	"Федеральное государственное бюджетное учреждение ""Национальный исследовательский центр ""Курчатовский институт"" (RU)"	C25B1/12	QB4A Государственная регистрация предоставления права использования по договору	14.10.2020 РД0343621	"Федеральное государственное бюджетное учреждение ""Национальный исследовательский центр ""Курчатовский институт"" (RU)"	"Общество с ограниченной ответственностью ""НТЦ Техмашинтер"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
486	2672888	Противовирусное иммунотропное средство для лечения ОРВИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2672888&TypeFile=html	ПИВИПИ ЛАБС ПТЕ. ЛТД. (SG)	A61K38/08	QB4A Государственная регистрация предоставления права использования по договору	18.03.2021 РД0357996	ПИВИПИ ЛАБС ПТЕ. ЛТД. (SG)	"Закрытое акционерное общество ""ФармФирма ""Сотекс"" (RU)"	лицензионный	исключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
487	2683787	УСТРОЙСТВО ДИСТАНЦИОННОГО МОНИТОРИНГА ВЫСОКОВОЛЬТНЫХ ЛИНИЙ ЭЛЕКТРОПЕРЕДАЧ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2683787&TypeFile=html	"ООО ""СервисСофт Инжиниринг ТулГУ"" (RU)"	H02J13/00	PC4A Государственная регистрация договора об отчуждении исключительного права	28.02.2022 РД0388629	"Общество с ограниченной ответственностью ""СервисСофт Инжиниринг ТулГУ"" (RU)"	"Общество с ограниченной ответственностью ""СервисСофт"" (RU)"	Договор отчуждения	нет данных об условиях	"300004, Тульская обл., г. Тула, ул. Щегловская засека, 30, ООО ""СервисСофт"""																																																																																		
488	2676316	Устройство для культивирования растений	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2676316&TypeFile=html	Цигвинцев Илья Вячеславович (RU)	A01G31/06	PC4A Государственная регистрация договора об отчуждении исключительного права	25.05.2022 РД0398555	Цигвинцев Илья Вячеславович (RU)	"Общество с ограниченной ответственностью ""АГРОТЕХФАРМ"" (RU)"	Договор отчуждения	нет данных об условиях	"620072, Свердловская обл., г. Екатеринбург, ул. Конструкторов, 5, пом. 85, ООО ""АЙПИНОУТ КОНСАЛТИНГ"""																																																																																		
489	2678694	УСТАНОВКА СЕЛЕКТИВНОГО ЛАЗЕРНОГО СПЛАВЛЕНИЯ ИЛИ СПЕКАНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2678694&TypeFile=html	"Акционерное общество ""Лазерные системы"" (АО ""Лазерные системы"") (RU)"	B22F3/105	QB4A Государственная регистрация залога (последующего залога) исключительного права по договору	13.03.2020 РД0328214	"Акционерное общество ""Лазерные системы"" (RU)"	"Акционерное общество ""Газпромбанк"" (RU)"	о залоге исключительного права		no_data																																																																																		
490	2690121	Индивидуальное спасательное плавательное средство и способ его работы	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2690121&TypeFile=html	Шапыгин Андрей Валерьевич (RU)	B63C9/02	QB4A Государственная регистрация предоставления права использования по договору	21.10.2021 РД0378194	Шапыгин Андрей Валерьевич (RU)	"Общество с ограниченной ответственностью ""КПД"" (RU)"	лицензионный	неисключительная лицензия сроком на 15 лет на территории РФ.	нет данных об адресе																																																																																		
491	2699301	Способ перемещения конца трубопровода при монтаже захлеста и устройство для его реализации	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2699301&TypeFile=html	Кропотов Сергей Геннадьевич (RU),Шобанов Лев Николаевич (RU)	F16L1/10	PC4A Государственная регистрация договора об отчуждении исключительного права	01.09.2020 РД0339655	Шобанов Лев Николаевич (RU)	Кропотов Сергей Геннадьевич (RU)	Договор отчуждения	нет данных об условиях	424003, Республика Марий Эл, г. Йошкар-Ола, ул. Лобачевского, 9, а/я 32, Кропотову С.Г.																																																																																		
492	2720811	4'-ЗАМЕЩЕННЫЕ НУКЛЕОЗИДНЫЕ ИНГИБИТОРЫ ОБРАТНОЙ ТРАНСКРИПТАЗЫ И ИХ ПОЛУЧЕНИЕ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2720811&TypeFile=html	МЕРК ШАРП И ДОУМ ЛИМИТЕД (GB),МЕРК ШАРП И ДОУМ КОРП. (US)	A61K38/44	PC4A Государственная регистрация договора об отчуждении исключительного права	17.09.2021 РД0374947	МЕРК ШАРП И ДОУМ ЛИМИТЕД (GB),МЕРК ШАРП И ДОУМ КОРП. (US)	МЕРК ШАРП И ДОУМ КОРП. (US), МЕРК ШАРП И ДОУМ (ЮКей) ЛИМИТЕД (GB)	Договор отчуждения	нет данных об условиях	"129090, Москва, ул. Б. Спасская, 25, стр. 3, ООО ""Юридическая фирма Городисский и Партнеры"""																																																																																		
493	2679081	Устройство для высева семян	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2679081&TypeFile=html	"Общество с ограниченной ответственностью ""Техноомск"" (RU)"	A01C7/16	PC4A Государственная регистрация договора об отчуждении исключительного права	27.05.2021 РД0364670	"Общество с ограниченной ответственностью ""Техноомск"" (RU)"	"Общество с ограниченной ответственностью ""ДиборЭкспорт"" (RU)"	Договор отчуждения	нет данных об условиях	"644099, г. Омск, а/я 91, ООО ""Патентное агентство"""																																																																																		
494	2679081	Устройство для высева семян	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2679081&TypeFile=html	"Общество с ограниченной ответственностью ""Техноомск"" (RU)"	A01C7/16	QB4A Государственная регистрация залога (последующего залога) исключительного права по договору	19.06.2023 РД0434765	"Общество с ограниченной ответственностью ""ДиборЭкспорт"" (RU)"	"Акционерное общество ""Российский Банк поддержки малого и среднего предпринимательства"" (RU)"	о залоге исключительного права		no_data																																																																																		
495	2685964	СПОСОБ ПОКУПКИ И ОТПРАВКИ ЦИФРОВОГО КУПОНА СТОРОННЕМУ ПОЛЬЗОВАТЕЛЮ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2685964&TypeFile=html	Вакорин Николай Валерьевич (RU)	G06Q30/00	PC4A Государственная регистрация договора об отчуждении исключительного права	09.12.2022 РД0416728	Вакорин Николай Валерьевич (RU)	Нагорнов Алексей Николаевич (RU)	Договор отчуждения	нет данных об условиях	620066, Свердловская обл., г. Екатеринбург, ул. Ирбитская, 8, кв. 273, Тиньгаевой Ольге Владимировне																																																																																		
496	2682479	СИСТЕМА ФОРМИРОВАНИЯ ФИНАНСОВОЙ И УПРАВЛЕНЧЕСКОЙ ОТЧЕТНОСТЕЙ ПО МЕЖДУНАРОДНЫМ СТАНДАРТАМ ФИНАНСОВОЙ ОТЧЕТНОСТИ (МСФО)	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2682479&TypeFile=html	"Акционерное общество ""ЕвроСибЭнерго"" (RU)"	G06F17/00	PC4A Государственная регистрация договора об отчуждении исключительного права	04.03.2021 РД0356874	"Акционерное общество ""ЕвроСибЭнерго"" (RU)"	"Общество с ограниченной ответственностью ""Эн+Диджитал"" (RU)"	Договор отчуждения	нет данных об условиях	"121096, Москва, ул. Василисы Кожиной, 1, Деловой центр ""Парк Победы"", МКООО ""Эн+Холдинг"", Макарову А.Г."																																																																																		
497	2692014	Комбинированный модуль раскрытия солнечных панелей и антенн наноспутника класса CubeSat	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2692014&TypeFile=html	"федеральное государственное автономное образовательное учреждение высшего образования ""Новосибирский национальный исследовательский государственный университет"" (Новосибирский государственный университет, НГУ) (RU)"	B64G1/22	PC4A Государственная регистрация договора об отчуждении исключительного права	03.06.2020 РД0333978	"Федеральное государственное автономное образовательное учреждение высшего образования ""Новосибирский национальный исследовательский государственный университет"" (RU)"	"Общество с ограниченной ответственностью ""Сибирские сети"" (RU)"	Договор отчуждения	нет данных об условиях	"630099, г. Новосибирск - 99, а/я 505, ООО ""Сибирские сети"""																																																																																		
498	2696326	СИСТЕМА И МЕТОД УПРАВЛЕНИЯ ПРОЕКТАМИ ЯЗЫКОВОГО ПЕРЕВОДА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2696326&TypeFile=html	"Общество с ограниченной ответственностью ""СмартКАТ"" (ООО ""СмартКАТ"") (RU)"	G06Q10/06	PC4A Государственная регистрация договора об отчуждении исключительного права	19.07.2022 РД0403094	"Общество с ограниченной ответственностью ""СмартКАТ"" (RU)"	СМАРТКАТ ГРУП ИНК. (US)	Договор отчуждения	нет данных об условиях	121205, г. Москва, ИЦ «Сколково», ул. Луговая, д. 4, корп. 2, ООО «ЦИС Сколково» (для Абдураимовой Д.А.)																																																																																		
499	2731348	УСТРОЙСТВО ОБРАБОТКИ ГОФРИРОВАННЫХ ЛИСТОВ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2731348&TypeFile=html	ДС СМИТ ПЭКЕДЖИНГ ЛТД (GB)	B31F1/28	PC4A Государственная регистрация договора об отчуждении исключительного права	27.10.2021 РД0378929	ДС СМИТ ПЭКЕДЖИНГ ЛТД (GB)	БХС Корругейтед Машинен- унд Анлагенбау ГмбХ (DE)	Договор отчуждения	нет данных об условиях	"129090, Москва, ул. Большая Спасская, 25, стр. 3, ООО ""Юридическая фирма Городисский и Партнеры"""																																																																																		
500	2701421	СИСТЕМА И СПОСОБ ПРЕДОТВРАЩЕНИЯ НАРУШЕНИЙ ПРАВИЛ ПОЛЕТОВ БЕСПИЛОТНЫМИ ЛЕТАТЕЛЬНЫМИ АППАРАТАМИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2701421&TypeFile=html	"Акционерное общество Научно-производственный центр ""Электронные вычислительно-информационные системы"" (АО НПЦ ""ЭЛВИС"") (RU)"	F41H11/02	QB4A Государственная регистрация предоставления права использования по договору	15.06.2021 РД0366456	"Акционерное общество Научно-производственный центр ""Электронные вычислительно-информационные системы"" (RU)"	"Акционерное общество ""ЭЛВИС-НеоТек"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
501	2732930	ЗАДНЯЯ ПОДВЕСКА СНЕГОХОДА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2732930&TypeFile=html	БРП ФИНЛАНД ОЙ (FI)	B62M27/02	PC4A Государственная регистрация договора об отчуждении исключительного права	24.03.2022 РД0392016	БРП ФИНЛАНД ОЙ (FI)	Бомбардье Рекриэйшенел Продактс Инк. (CA)	Договор отчуждения	нет данных об условиях	"197101, Санкт-Петербург, а/я 128, ""APC-Патент"", М.В. Хмаре (для А.А. Богдановой)"																																																																																		
