	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93
94	2767968	Способ производства деталей малоразмерного газотурбинного двигателя с тягой до 150 кгс методом селективного лазерного сплавления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767968&TypeFile=html	Российская Федерация, от имени которой выступает ФОНД ПЕРСПЕКТИВНЫХ ИССЛЕДОВАНИЙ (RU)	B22F10/28	QB4A Государственная регистрация предоставления права использования по договору	20.06.2022 РД0400457	Российская Федерация, от имени которой выступает Фонд перспективных исследований (RU)	"Федеральное государственное унитарное предприятие ""Всероссийский научно-исследовательский институт авиационных материалов"" Национального исследовательского центра ""Курчатовский институт"" (RU)"	лицензионный	неисключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе																																																																																		
95	2767968	Способ производства деталей малоразмерного газотурбинного двигателя с тягой до 150 кгс методом селективного лазерного сплавления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767968&TypeFile=html	Российская Федерация, от имени которой выступает ФОНД ПЕРСПЕКТИВНЫХ ИССЛЕДОВАНИЙ (RU)	B22F10/28	QB4A Государственная регистрация предоставления права использования по договору	22.06.2022 РД0400785	Российская Федерация, от имени которой выступает Фонд перспективных исследований (RU)	"Акционерное общество ""Центральный научно-исследовательский институт машиностроения"" (RU)"	лицензионный	неисключительная лицензия на срок до 30.09.2023 на территории РФ.	нет данных об адресе																																																																																		
96	2767968	Способ производства деталей малоразмерного газотурбинного двигателя с тягой до 150 кгс методом селективного лазерного сплавления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767968&TypeFile=html	Российская Федерация, от имени которой выступает ФОНД ПЕРСПЕКТИВНЫХ ИССЛЕДОВАНИЙ (RU)	B22F10/28	QB4A Государственная регистрация предоставления права использования по договору	23.09.2022 РД0409181	Российская Федерация, от имени которой выступает Фонд перспективных исследований (RU)	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	лицензионный	неисключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе																																																																																		
97	2767968	Способ производства деталей малоразмерного газотурбинного двигателя с тягой до 150 кгс методом селективного лазерного сплавления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767968&TypeFile=html	Российская Федерация, от имени которой выступает ФОНД ПЕРСПЕКТИВНЫХ ИССЛЕДОВАНИЙ (RU)	B22F10/28	QB4A Государственная регистрация предоставления права использования по договору	03.05.2023 РД0430492	Российская Федерация, от имени которой выступает Фонд перспективных исследований (RU)	"Акционерное общество ""Уральский завод гражданской авиации"" (RU)"	лицензионный	неисключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе																																																																																		
98	2780035	Способ изготовления пиротехнических резисторов	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2780035&TypeFile=html	Акционерное общество «Финансово-промышленная компания «Энергия» (RU)	H01C17/00	QB4A Государственная регистрация предоставления права использования по договору	17.02.2023 РД0422914	"Акционерное общество ""Финансово-промышленная компания ""Энергия"" (RU)"	"Акционерное общество ""Научно-производственное объединение ""ЭРКОН"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
99	2779958	Канат стальной оцинкованный и способ изготовления стальной канатной оцинкованной проволоки для каната	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2779958&TypeFile=html	Публичное акционерное общество «Северсталь» (ПАО «Северсталь») (RU)	D07B1/08	QB4A Государственная регистрация предоставления права использования по договору	21.02.2023 РД0423842	"Публичное акционерное общество ""Северсталь"" (RU)"	"Акционерное общество ""Северсталь канаты"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
100	2766927	Способ имитации обледенения на объекте исследования	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2766927&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	B64F5/60	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 17.10.2022         Дата публикации и номер бюллетеня: 17.10.2022 Бюл. №29	no_data	no_data																																																																																		
101	2766927	Способ имитации обледенения на объекте исследования	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2766927&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	B64F5/60	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 05.12.2022         Дата публикации и номер бюллетеня: 05.12.2022 Бюл. №34	no_data	no_data																																																																																		
102	2766927	Способ имитации обледенения на объекте исследования	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2766927&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	B64F5/60	QZ4A Внесение изменений в зарегистрированный договор	24.09.2018 РД0267473	"Акционерное общество ""ОДК - Авиадвигатель"" (RU)"	"Акционерное общество ""ОДК-Пермские моторы"" (RU)"	сублицензионный   Дата внесения записи в Государственный реестр: 19.12.2022         Дата публикации и номер бюллетеня: 19.12.2022 Бюл. №35	no_data	no_data																																																																																		
103	2766927	Способ имитации обледенения на объекте исследования	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2766927&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	B64F5/60	QZ4A Внесение изменений в зарегистрированный договор	24.09.2018 РД0267473	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	"Акционерное общество ""ОДК-Пермские моторы"" (RU)"	сублицензионный   Дата внесения записи в Государственный реестр: 14.03.2023         Дата публикации и номер бюллетеня: 14.03.2023 Бюл. №8	no_data	no_data																																																																																		
104	2771454	Способ испытания высокотемпературной газовой коррозии, абразивной и температурной стойкости материалов и покрытий газотурбинных двигателей в высокоскоростных газовых потоках	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2771454&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G01M15/14	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 17.10.2022         Дата публикации и номер бюллетеня: 17.10.2022 Бюл. №29	no_data	no_data																																																																																		
105	2771454	Способ испытания высокотемпературной газовой коррозии, абразивной и температурной стойкости материалов и покрытий газотурбинных двигателей в высокоскоростных газовых потоках	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2771454&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G01M15/14	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 05.12.2022         Дата публикации и номер бюллетеня: 05.12.2022 Бюл. №34	no_data	no_data																																																																																		
106	2771454	Способ испытания высокотемпературной газовой коррозии, абразивной и температурной стойкости материалов и покрытий газотурбинных двигателей в высокоскоростных газовых потоках	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2771454&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G01M15/14	QZ4A Внесение изменений в зарегистрированный договор	24.09.2018 РД0267473	"Акционерное общество ""ОДК - Авиадвигатель"" (RU)"	"Акционерное общество ""ОДК-Пермские моторы"" (RU)"	сублицензионный   Дата внесения записи в Государственный реестр: 19.12.2022         Дата публикации и номер бюллетеня: 19.12.2022 Бюл. №35	no_data	no_data																																																																																		
107	2771454	Способ испытания высокотемпературной газовой коррозии, абразивной и температурной стойкости материалов и покрытий газотурбинных двигателей в высокоскоростных газовых потоках	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2771454&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	G01M15/14	QZ4A Внесение изменений в зарегистрированный договор	24.09.2018 РД0267473	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	"Акционерное общество ""ОДК-Пермские моторы"" (RU)"	сублицензионный   Дата внесения записи в Государственный реестр: 14.03.2023         Дата публикации и номер бюллетеня: 14.03.2023 Бюл. №8	no_data	no_data																																																																																		
108	2759799	СПОСОБ И УСТРОЙСТВО КОНТРОЛЯ МАГНИТНОГО СОСТОЯНИЯ ОБЪЕКТОВ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2759799&TypeFile=html	Общество с ограниченной ответственностью «Норд Сервис» (RU)	H01F13/00	QB4A Государственная регистрация предоставления права использования по договору	05.06.2023 РД0433662	"Общество с ограниченной ответственностью ""НОРД СЕРВИС"" (RU)"	"Общество с ограниченной ответственностью ""ТЕХНОАС-СК"" (RU)"	лицензионный	неисключительная лицензия сроком на 15 лет на территории РФ.	нет данных об адресе																																																																																		
109	2771578	Способ мониторинга состояния пациентов, перенесших острый ишемический инсульт (ОИИ), после курса когнитивной реабилитации	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2771578&TypeFile=html	"Федеральное государственное бюджетное учреждение ""Национальный медицинский исследовательский центр реабилитации и курортологии"" Министерства здравоохранения Российской Федерации (ФГБУ ""НМИЦ РК"" Минздрава России) (RU)"	A61B5/16	QB4A Государственная регистрация предоставления права использования по договору	20.12.2022 РД0417527	Федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр реабилитации и курортологии» Министерства здравоохранения Российской Федерации (RU)	Федеральное государственное бюджетное учреждение «НМИЦ ВМТ им. А.А. Вишневского» Министерства обороны Российской Федерации (RU)	лицензионный	неисключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе																																																																																		
110	2762659	Способ монтажа сэндвич-панелей для ограждения стен в домах фахверкового типа	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2762659&TypeFile=html	Домогацкий Сергей Александрович (RU)	E04B2/92	QZ4A Внесение изменений в зарегистрированный договор	08.07.2021 РД0368625	Домогацкий Сергей Александрович (RU)	"Общество с ограниченной ответственностью ""Управляющая компания ""Экокомплект"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 19.04.2022         Дата публикации и номер бюллетеня: 19.04.2022 Бюл. №11	no_data	no_data																																																																																		
111	2762659	Способ монтажа сэндвич-панелей для ограждения стен в домах фахверкового типа	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2762659&TypeFile=html	Домогацкий Сергей Александрович (RU)	E04B2/92	QZ4A Внесение изменений в зарегистрированный договор	08.07.2021 РД0368625	Домогацкий Сергей Александрович (RU)	"Общество с ограниченной ответственностью ""Управляющая компания ""Экокомплект"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 31.05.2022         Дата публикации и номер бюллетеня: 31.05.2022 Бюл. №16	no_data	no_data																																																																																		
112	2785257	Способ обработки сварного рельсового стыка и рельсовый стык, изготовленный этим способом	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2785257&TypeFile=html	Головачев Андрей Анатольевич (RU)	E01B11/52	QB4A Государственная регистрация предоставления права использования по договору	28.07.2023 РД0439063	Головачев Андрей Анатольевич (RU)	"Общество с ограниченной ответственностью ""Магистраль-Т"" (RU)"	лицензионный	неисключительная лицензия на срок до 31.12.2028 на территории РФ.	нет данных об адресе																																																																																		
113	2767287	Способ одностороннего волнового определения места повреждения линии электропередачи	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767287&TypeFile=html	Фёдоров Алексей Олегович (RU)	G01R31/08	QB4A Государственная регистрация предоставления права использования по договору	09.08.2022 РД0404895	Фёдоров Алексей Олегович (RU)	Общество с ограниченной ответственностью научно-производственное предприятие «ЭКРА» (RU)	лицензионный	исключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
114	2773670	Способ (варианты), система и машиночитаемый носитель для определения доли пластового флюида в смеси флюидов	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2773670&TypeFile=html	"Общество с ограниченной ответственностью «Газпромнефть Научно-Технический Центр» (ООО ""Газпромнефть НТЦ"") (RU)"	E21B47/00	QB4A Государственная регистрация предоставления права использования по договору	28.03.2023 РД0426988	"Общество с ограниченной ответственностью ""Газпромнефть Научно-Технический Центр"" (RU)"	"Федеральное государственное бюджетное образовательное учреждение высшего образования ""Санкт-Петербургский государственный университет"" (RU)"	лицензионный	неисключительная лицензия сроком на 10 лет на территории РФ.	нет данных об адресе																																																																																		
115	2763683	Способ определения содержания хлорорганических соединений и органически связанного хлора в химических реагентах и оценка влияния химических реагентов на образование хлорорганических соединений и органически связанного хлора в нефти	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2763683&TypeFile=html	Общество с ограниченной ответственностью «ГЦСС Нефтепромхим» (RU)	G01N1/28	QB4A Государственная регистрация предоставления права использования по договору	09.06.2022 РД0399946	"Общество с ограниченной ответственностью ""ГЦСС Нефтепромхим"" (RU)"	"Акционерное общество ""Самотлорнефтегаз"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории Ханты-Мансийского автономного округа – Югры	нет данных об адресе																																																																																		
116	2767785	Способ очистки объектов окружающей среды от загрязнений нефтью и нефтепродуктами	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2767785&TypeFile=html	Саксон Валерий Михайлович (RU)	B09C1/10	QB4A Государственная регистрация предоставления права использования по договору	18.07.2022 РД0402961	Саксон Валерий Михайлович (RU)	"Закрытое акционерное общество ""ПОЛИИНФОРМ"" (RU)"	лицензионный	неисключительная лицензия на срок с 01.04.2022 по 01.04.2025 на территории РФ.	нет данных об адресе																																																																																		
117	2770565	СПОСОБ И СИСТЕМА ПЕРЕДАЧИ ИНФОРМАЦИИ ПО ОПТИЧЕСКОМУ КАНАЛУ МЕЖДУ ПРИЕМНИКОМ И ПЕРЕДАТЧИКОМ С ПОМОЩЬЮ ИЗЛУЧЕНИЯ ЛАЗЕРА-МАЯКА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2770565&TypeFile=html	"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КуРэйт"" (ООО ""КуРэйт"") (RU)"	H04B10/11	QZ4A Внесение изменений в зарегистрированный договор	01.08.2022 РД0404359	no_data	no_data	о залоге исключительного права   Дата внесения записи в Государственный реестр: 24.01.2023         Дата публикации и номер бюллетеня: 24.01.2023 Бюл. №3	no_data	no_data																																																																																		
118	2779737	УСТРОЙСТВО И СПОСОБ ДЛЯ ОБРАБОТКИ ФРАКЦИОНИРОВАННОГО МАТЕРИАЛА СРЕДНЕТЕМПЕРАТУРНОЙ ПЛАЗМОЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2779737&TypeFile=html	"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАНО ИНВЕСТ"" (RU)"	H05H1/42	QB4A Государственная регистрация предоставления права использования по договору	25.10.2023 РД0447431	"Общество с ограниченной ответственностью ""Нано Инвест"" (RU)"	"Публичное акционерное общество ""Татнефть"" имени В.Д. Шашина (RU)"	лицензионный	неисключительная лицензия сроком на 15 лет на территории РФ.	нет данных об адресе																																																																																		
119	2777703	Способ подготовки проб нефтепромысловых химреагентов для определения хлорорганических соединений	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2777703&TypeFile=html	"Публичное акционерное общество ""Газпром нефть"" (ПАО ""Газпром нефть"") (RU)"	G01N30/14	QB4A Государственная регистрация предоставления права использования по договору	22.08.2023 РД0441071	"Публичное акционерное общество ""Газпром нефть"" (RU)"	"Акционерное общество ""Газпромнефть-Ноябрьскнефтегаз"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
120	2775870	СПОСОБ ПОДДЕРЖАНИЯ ПОЛОЖИТЕЛЬНОЙ ТЕМПЕРАТУРЫ ВОЗДУХА ВНУТРИ КОРПУСА АКВАВЕНДИНГОВОГО АППАРАТА И СИСТЕМА ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775870&TypeFile=html	Вяткин Вячеслав Владимирович (RU)	G07F13/00	QB4A Государственная регистрация предоставления права использования по договору	18.04.2023 РД0428961	Вяткин Вячеслав Владимирович (RU)	"Общество с ограниченной ответственностью ""Компания Живая вода"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
121	2775870	СПОСОБ ПОДДЕРЖАНИЯ ПОЛОЖИТЕЛЬНОЙ ТЕМПЕРАТУРЫ ВОЗДУХА ВНУТРИ КОРПУСА АКВАВЕНДИНГОВОГО АППАРАТА И СИСТЕМА ДЛЯ ЕГО ОСУЩЕСТВЛЕНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775870&TypeFile=html	Вяткин Вячеслав Владимирович (RU)	G07F13/00	QB4A Государственная регистрация предоставления права использования по договору	18.04.2023 РД0428963	Вяткин Вячеслав Владимирович (RU)	"Общество с ограниченной ответственностью ""Элив ватер экспорт"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
122	2775506	СПОСОБ ПОЛУЧЕНИЯ МАГНИЯ ЭЛЕКТРОЛИЗОМ РАСПЛАВЛЕННЫХ СОЛЕЙ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2775506&TypeFile=html	"Публичное акционерное общество ""Корпорация ВСМПО-АВИСМА"" (RU)"	C25C3/04	QB4A Государственная регистрация предоставления права использования по договору	16.03.2023 РД0425752	"Публичное акционерное общество ""Корпорация ВСМПО-АВИСМА"" (RU)"	"Общество с ограниченной ответственностью ""АВИСМА"" (RU)"	лицензионный	неисключительная лицензия на срок до 03.11.2041 на территории РФ.	нет данных об адресе																																																																																		
123	2773544	СПОСОБ ПОЛУЧЕНИЯ ПОЛИМЕРНОГО ИЗДЕЛИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2773544&TypeFile=html	Корнейчик Вячеслав Валерьевич (RU)	B29C41/00	QB4A Государственная регистрация предоставления права использования по договору	12.04.2023 РД0428507	Корнейчик Вячеслав Валерьевич (RU)	"Общество с ограниченной ответственностью ""ТЕРРА ПЛАСТ"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
124	2773685	Способ преобразования сигналов кориолисового расходомера повышенной точности и устойчивости к шумам, устройство преобразования сигналов кориолисового расходомера	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2773685&TypeFile=html	Карпов Максим Николаевич (RU)	G01F1/84	QB4A Государственная регистрация предоставления права использования по договору	12.10.2022 РД0410919	Карпов Максим Николаевич (RU)	"Общество с ограниченной ответственностью ""НПП КуйбышевТелеком – Метрология"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
125	2773685	Способ преобразования сигналов кориолисового расходомера повышенной точности и устойчивости к шумам, устройство преобразования сигналов кориолисового расходомера	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2773685&TypeFile=html	Карпов Максим Николаевич (RU)	G01F1/84	QZ4A Внесение изменений в зарегистрированный договор	12.10.2022 РД0410919	Карпов Максим Николаевич (RU)	"Общество с ограниченной ответственностью ""НПП КуйбышевТелеком – Метрология"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 17.02.2023         Дата публикации и номер бюллетеня: 17.02.2023 Бюл. №5	no_data	no_data																																																																																		
126	2773685	Способ преобразования сигналов кориолисового расходомера повышенной точности и устойчивости к шумам, устройство преобразования сигналов кориолисового расходомера	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2773685&TypeFile=html	Карпов Максим Николаевич (RU)	G01F1/84	QZ4A Внесение изменений в зарегистрированный договор	12.10.2022 РД0410919	Карпов Максим Николаевич (RU)	"Общество с ограниченной ответственностью ""НПП КуйбышевТелеком – Метрология"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 11.05.2023         Дата публикации и номер бюллетеня: 11.05.2023 Бюл. №14	no_data	no_data																																																																																		
127	2762564	СПОСОБ ПРИГОТОВЛЕНИЯ ГИДРОКСИДА АЛЮМИНИЯ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2762564&TypeFile=html	Акционерное общество «Газпромнефть - Омский НПЗ» (АО «Газпромнефть - ОНПЗ») (RU)	C01F7/44	QB4A Государственная регистрация предоставления права использования по договору	29.09.2022 РД0409726	"Акционерное общество ""Газпромнефть - Омский НПЗ"" (RU)"	"Общество с ограниченной ответственностью ""Газпромнефть - Каталитические системы"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
128	2763723	СПОСОБ ПРИГОТОВЛЕНИЯ КАТАЛИЗАТОРА ГИДРООЧИСТКИ ДИЗЕЛЬНОГО ТОПЛИВА	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2763723&TypeFile=html	Акционерное общество «Газпромнефть - Омский НПЗ» (АО «Газпромнефть - ОНПЗ») (RU)	B01J37/02	QB4A Государственная регистрация предоставления права использования по договору	29.09.2022 РД0409726	"Акционерное общество ""Газпромнефть - Омский НПЗ"" (RU)"	"Общество с ограниченной ответственностью ""Газпромнефть - Каталитические системы"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
129	2763927	Способ приготовления носителя для катализатора гидроочистки	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2763927&TypeFile=html	Акционерное общество «Газпромнефть - Омский НПЗ» (АО «Газпромнефть - ОНПЗ») (RU)	B01J21/04	QB4A Государственная регистрация предоставления права использования по договору	29.09.2022 РД0409726	"Акционерное общество ""Газпромнефть - Омский НПЗ"" (RU)"	"Общество с ограниченной ответственностью ""Газпромнефть - Каталитические системы"" (RU)"	лицензионный	неисключительная лицензия на срок действия патента на территории РФ.	нет данных об адресе																																																																																		
130	2768656	Противовирусное средство в жидкой форме и способ его приготовления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2768656&TypeFile=html	Марков Илья Александрович (RU),Маркова Елена Алексеевна (RU),Гапонюк Полина Петровна (RU),Маркова Инна Николаевна (RU)	A61K9/08	QB4A Государственная регистрация предоставления права использования по договору	12.12.2022 РД0416827	Марков Илья Александрович (RU), Маркова Елена Алексеевна (RU), Гапонюк Полина Петровна (RU), Маркова Инна Николаевна (RU)	"Общество с ограниченной ответственностью ""Фирн М"" (RU)"	лицензионный	неисключительная лицензия на срок действия исключительного права на территории РФ.	нет данных об адресе																																																																																		
131	2774089	Способ смазки троса или провода воздушной линии электропередачи и устройство для его осуществления	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2774089&TypeFile=html	"Общество с ограниченной ответственностью ""Лаборатория будущего"" (RU)"	B61B12/08	QB4A Государственная регистрация залога (последующего залога) исключительного права по договору	08.06.2023 РД0434115	"Общество с ограниченной ответственностью ""Лаборатория будущего"" (RU)"	Фонд поддержки проекта Национальной технологической инициативы (RU)	о залоге исключительного права		no_data																																																																																		
132	2761971	СПОСОБ ТРЕХФАЗНОГО АВТОМАТИЧЕСКОГО ПОВТОРНОГО ВКЛЮЧЕНИЯ ЛЭП С ШУНТИРУЮЩИМИ РЕАКТОРАМИ	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2761971&TypeFile=html	Иванов Николай Геннадьевич (RU)	H02H3/06	QB4A Государственная регистрация предоставления права использования по договору	20.06.2022 РД0400555	Иванов Николай Геннадьевич (RU)	"Общество с ограниченной ответственностью Научно-производственное предприятие ""ЭКРА"" (RU)"	лицензионный	исключительная лицензия сроком на 5 лет на территории РФ.	нет данных об адресе																																																																																		
133	2761794	Способ удаления и сбора остатков ранее перевозимых грузов из железнодорожных вагон-цистерн и танк-контейнеров вакуумными машинами на базе самоходной техники	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2761794&TypeFile=html	Файрузов Руслан Хасанович (RU)	B67D7/04	QB4A Государственная регистрация предоставления права использования по договору	10.01.2022 РД0384536	Файрузов Руслан Хасанович (RU)	"Общество с ограниченной ответственностью ""Камелот"" (RU)"	лицензионный	исключительная лицензия сроком на 3 года на территории РФ.	нет данных об адресе																																																																																		
134	2774010	Способ управления газотурбинным двигателем при самопроизвольном открытии реверсивного устройства	https://www1.fips.ru//registers-doc-view/fips_servlet?DB=RUPAT&DocNumber=2774010&TypeFile=html	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (АО ""ОДК"") (RU)"	F02K1/76	QZ4A Внесение изменений в зарегистрированный договор	06.07.2018 РД0258043	"Акционерное общество ""Объединенная двигателестроительная корпорация"" (RU)"	"Акционерное общество ""ОДК-Авиадвигатель"" (RU)"	лицензионный   Дата внесения записи в Государственный реестр: 05.12.2022         Дата публикации и номер бюллетеня: 05.12.2022 Бюл. №34	no_data	no_data																																																																																		
